"source","entry","year"
"other","Confederate Soldiers Monument, also known as Defense of the Flag, Arkansas State Capitol grounds, (1905).[105]",1905
"other","Monument to Confederate Soldiers (1905)",1905
"other","Terrell County (1905) named for CSA acting General Alexander W. Terrell.",1905
"other","Civil War Memorial in memory of the three thousand Confederate soldiers of Lincoln County (1906)",1906
"other","Confederate Memorial (1906) Originally at Fairview Cemetery.",1906
"other","Confederate Monument (1906)",1906
"other","Higginsville: Confederate Memorial State Historic Site; also called ""Lion of Lucerne"" (1906)",1906
"other","Lewisburg: Confederate Monument (1906) The Confederate ""monument was erected by the United Daughters of the Confederacy at a cost of $2,800. The monument was originally located on the campus of the Greenbrier College, but moved to its present location when U.S. Route 60 was relocated.""[565] It is now located on the lawn of the old public library in Lewisburg. Some residents have suggested interpretive signage for the statue.[566] The inscription on the base reads, ""In memory of our Confederate dead.""[567]",1906
"other","Marshall: Confederate Soldiers' Monument (1906), Harrison County Courthouse[497]",1906
"other","Pulaski: ""Rebel Martyr"" Sam Davis Statue (1906)",1906
"other","Tampa: Lee Elementary School of Technology / World Studies (1906). The school's mascot is Robert E. Lee's horse Traveller. In July 2015, students asked the school board to change the school's name.[225] In June 2017, a board member asked the board to consider the name change.[226] -now Tampa Heights Elementary School",1906
"other","Batesville: Batesville Confederate Monument (1907)",1907
"other","Corsicana: Call to Arms (Confederate Soldiers' Monument), by Louis Amateis (1907), Navarro County Courthouse.[464][465] A Civil War bugler stands in uniform holding a bugle to his mouth with his proper right hand. He holds a sword in his proper left hand at his side. He wears a hat with a feather in it and knee-high boots. A bedroll is slung over his proper left shoulder and strapped across his chest and proper right hip. The sculpture is mounted on a rectangular base.[466] ""Isaac O'Haver was a member of Co K of the 17th VA Cavalry. He was a 17 year-old bugler for his unit. He was born Sep. 20, 1844 and died at the age of 27 on March 30, 1872. He is buried at the Ladoga Cemetery.""[467] The plaques on the monument read:",1907
"other","Jackson County (1907) sources dispute if the name is for the CSA General or President Jackson",1907
"other","Lt. Gen. James Longstreet Headquarters Marker (1907)",1907
"other","Mount Pleasant: Confederate Monument (1907)",1907
"other","Palmyra: Palmyra Massacre Monument (1907).",1907
"other","Roger Mills County (1907), named for Roger Q. Mills, Confederate colonel and later Congressman and U.S. Senator.",1907
"other","Tangipahoa Parish: Confederate monument (1907) at Camp Moore, a museum and former Confederate training camp[300]",1907
"other","Terry's Texas Rangers Monument, a monument ""to memorialize those [who] fought for the Confederacy""[448] (1907).",1907
"other","Army of Northern Virginia Marker (1908)",1908
"other","Bentonville: Bentonville Confederate Monument (1908); UDC monument[111]",1908
"other","Gainesville Confederate Heroes Statue (1908) in Leonard Park[517][518]",1908
"other","Parkersburg: Confederate Soldier Monument, (1908) The monument was created by Leon Hermant and the inscription reads in part, "" IN MEMORY OF OUR CONFEDERATE DEAD ERECTED BY PARKERSBURG CHAPTER UNITED DAUGHTERS OF CONFEDERACY""[569]",1908
"other","Alton: UDC monument (1909), North Alton Confederate Cemetery. Dedicated to Confederate soldiers who died at Alton Military Prison[239] As of October 2018, it is one of 7 cemeteries with Confederate monuments that the Veterans Administration has under 24-hour guard.[240]",1909
"other","Brownsville: Confederate Memorial (1909)",1909
"other","Clinton: Confederate Monument (1909)",1909
"other","Confederate Monument, Kiwanis Park (1909)",1909
"other","Confederate Private Monument (1909) in Centennial Park.",1909
"other","El Dorado: El Dorado Confederate Monument (1909)",1909
"other","Galveston: Dignified Resignation (1909) by Louis Amateis at the Galveston County Courthouse. With his back turned to the US flag while carrying a Confederate flag, it is the only memorial in Texas to feature a Confederate sailor.[478][479] It was ""erected to the soldiers and sailors of the Confederate States of America."" An inscription on the plaque reads, ""there has never been an armed force which in purity of motives intensity of courage and heroism has equaled the army and navy of the Confederate States of America.""[447]",1909
"other","Graves County: Camp Beauregard Memorial (1909), Camp Beauregard Cemetery. UDC memorial to Confederate soldiers who died at Camp Beauregard ""for the Confederate State of America and were denied the glory of heroic service in a battle"".[264]",1909
"other","Madison: Confederate monument, Four Freedoms Park (1909). Lists names of men who died from county. Nearby sits a monument to former slaves in the county.[163][32]: 35 ",1909
"other","Mulberry: Confederate Memorial (1909)",1909
"other","West Alton: Confederate Memorial, Lincoln Shields Recreation Area (1909).[345]",1909
"other","Benton: Confederate Soldier Monument (1910)",1910
"other","Confederate Monument (1910) at Oklahoma Veterans Center (formerly Oklahoma Confederate Home) has pair (CSA and Union) monuments.[379]: 14 ",1910
"other","Confederate Monument (1910), Finn's Point National Cemetery.There are at least two public spaces dedicated to the Confederacy in New Jersey.",1910
"other","Confederate Soldier Memorial, Camp Chase, ColumbusThe Lookout (1910), Johnson's Island, Ottawa County[372]",1910
"other","Confederate Soldiers' Monument (1910)[456]",1910
"other","Jackson Elementary School (1910)[387] -now Mary Golda Ross Enterprise Elementary School.",1910
"other","Lake Village: Lake Village Confederate Monument (1910)",1910
"other","Lonoke: Lonoke Confederate Monument (1910)",1910
"other","Pennsville Township: Confederate Monument (1910), Finn's Point National Cemetery. Commemorates the 2,436 Confederate prisoners-of-war who died at Fort Delaware.[353] As of October 2018, it is one of 7 cemeteries with Confederate monuments that the Veterans Administration has under 24-hour guard.[240]",1910
"other","Pine Bluff Confederate Monument (1910)",1910
"other","Robert E. Lee Elementary School (1910)[387] -now Adelaide Lee Elementary School.",1910
"other","Scotland (St. Mary's County): Confederate Soldiers and Sailors Monument (1876), and Point Lookout Confederate Cemetery Monument (1910), located at Point Lookout Confederate Cemetery.[315] As of October 2018, it is one of 7 cemeteries with Confederate monuments that the Veterans Administration has under 24-hour guard.[240]",1910
"other","Statue of Stonewall Jackson by Moses Ezekiel[557] on the State Capitol grounds (1910) placed by UDC Chapter No. 151[558][559]",1910
"other","Upton County (1910) named for brothers John C. and William F. Upton, both colonels in the Confederate Army.",1910
"other","Wheeler Elementary School (1910)[387]",1910
"other","Winkler County (1910) named for CSA Col. Clinton M. Winkler.",1910
"other","Arkadelphia: Arkadelphia Confederate Monument (1911)",1911
"other","Cleveland: United Daughters of the Confederacy Monument (1911)[32]: 191 ",1911
"other","Culberson County (1911) named for CSA Lieutenant Colonel David B. Culberson",1911
"other","Gainesville: Confederate Soldiers' Monument, Cooke County Courthouse (1911)[480][481][454][482]",1911
"other","Longview: Confederate Soldiers' Monument (1911), Gregg County Courthouse[492][493]",1911
"other","Memorial to Company A Confederate Soldiers (1911)",1911
"other","Palestine: John H. Reagan Memorial (1911) by Pompeo Coppini[478]",1911
"other","Philadelphia: Confederate Soldiers and Sailors Monument (1911), Philadelphia National Cemetery. Commemorates 184 Confederate prisoners of war who died in Philadelphia area hospitals and camps.",1911
"other","Seventh Kentucky Mounted Infantry Memorial (1911)",1911
"other","Union Confederate Monument, Union Cemetery (1911)",1911
"other","Virginia State Monument (1917), Gettysburg Battlefield.Confederate Soldiers and Sailors Monument (1911), Philadelphia National Cemetery.",1911
"other","Battlefield monument, Olustee Battlefield Historic State Park (1912). Inscription: Here was fought on February 20, 1864, the Battle of Ocean Pond under the immediate command of General Alfred Holt Colquitt, ""Hero of Olustee."" This decisive engagement prevented a Sherman-like invasion of Georgia from the south. Erected April 20, 1936, by the Alfred Holt Colquitt Chapter, United Daughters of the Confederacy Ga. Div.",1912
"other","Beaumont: ""Our Confederate Soldiers"" Monument (1912). Removed in June 2020.[513]",1912
"other","CSA Brigadier General Joseph Finnegan Monument, Olustee Battlefield Historic State Park (1912). ""Placed by The United Daughters of the Confederacy Florida Division In Memory of Brig. Gen. Joseph Finegan Commander of the District of Middle and East Florida So well did he perform his part that a signal victory over the Federals was won in the Battle of Olustee Feb. 20, 1864""",1912
"other","Clarksville: Confederate Soldier Monument (1912)",1912
"other","Confederate Memorial Gen. Hatton Statue (1912)",1912
"other","Fort McHenry Monument (1912), dedicated to Confederate soldiers who died at Fort McHenry, when it was a prisoners-of-war camp.[314]",1912
"other","General Robert Hopkins Hatton marker (1912)[399]",1912
"other","Jefferson Davis Parish (1912)",1912
"other","Mount Pleasant: Confederate Soldiers' Monument (1912), Titus County Courthouse[494][495]",1912
"other","Nathan Bedford Forrest Memorial Tablet (1912)",1912
"other","Tallulah: Confederate Monument (1912)",1912
"other","Terre Haute: Woodlawn Monument Site (1912), Woodlawn Cemetery. Erected by the Federal Government to commemorate 11 Confederate soldiers who died in a local prison camp.[255]",1912
"other","Victoria: Confederate Monument (1912). Pompeo Coppini's statue, called The Last Stand, and sometimes The Firing Line, sits in De Leon Plaza. The inscription reads: ""On civilization's height / Immutable they stand"". The $5,000 cost was raised by the United Daughters of the Confederacy.",1912
"other","Waxahachie: Confederate Soldiers' Monument (1912), Ellis County Courthouse[510][511]",1912
"other","Bay City: Confederate Soldiers' Monument (1913), Matagorda County Courthouse[458][459]",1913
"other","Beauregard Parish (1913)",1913
"other","Confederate Monument at Cherokee National Capitol (1913).[379] Removed in 2020.[384]",1913
"other","Franklin: Confederate Monument (1913)",1913
"other","Granbury: Statue of CSA General Hiram B. Granbury (1913), killed in the Battle of Franklin (1913), Hood County Courthouse. Erected by UDC.[484]",1913
"other","Little Rock Confederate Memorial (1913)[116]",1913
"other","Monument to Confederate Women (or ""Mother of the South""), Arkansas State Capitol grounds, Little Rock, Arkansas. Statue depicts a mother and daughter saying good-bye to their 16-year-old son and brother who is leaving to join his father in the fighting. (1913)[106][107]",1913
"other","Alexandria: Rapides Parish Confederate Monument (1914)",1914
"other","Forrest City High School (1914)",1914
"other","Jacksonport: Jackson County Confederate Memorial (1914)",1914
"other","Plaquemine: Confederate Memorial (1914)",1914
"other","Camden: Camden Confederate Monument (1915)",1915
"other","Dresden: Weakley County Confederate Monument (1915)",1915
"other","Florida's Tribute to the Women of the Confederacy, in Confederate Park (1915). The sculptor was Allen George Newman.[173]",1915
"other","Keytesville: Price Park memorializes Major General Sterling Price. (1915)",1915
"other","Keytesville: Sterling Price Monument, Price Park (1915)",1915
"other","Lake Charles: South's Defenders Monument (1915); knocked from its pedestal by Hurricane Laura[288]",1915
"other","Brooksville: Confederate Soldiers' Memorial, Hernando County Courthouse (1916)[162][32]",1916
"other","Georgetown: Confederate Soldiers and Sailors Monument, Williamson County Courthouse (1916)",1916
"other","Adolph Meyer School (1917), New Orleans, named for Confederate general Adolph Meyer who served nine terms in the U.S. House of Representatives and advocated for the construction of the Algiers Naval Station across the street from where the school was later built. The school was renamed in the 1990s for Harriet Tubman.",1917
"other","Farmersville: Confederate Soldier Monument (1917), Farmersville City Park[516]",1917
"other","Fort Benning (1917), near Columbus, Georgia, named for Confederate General Henry L. Benning, was redesignated Fort Moore on 11 May 2023 in honor of General Hal Moore and his wife Julia Compton Moore[83] However, it was redesignated as Fort Benning again in 2025.[84]",1917
"other","Fort Gordon (1917), near Augusta, Georgia, named for Confederate General John Brown Gordon, was redesignated as Fort Eisenhower on 27 October 2023 in honor of president Dwight D. Eisenhower[81][86]",1917
"other","Fort Lee (1917), in Prince George County, Virginia, named after Confederate General Robert E. Lee, was redesignated Fort Gregg-Adams on 27 April 2023 in honor of Lieutenant General Arthur J. Gregg and Lieutenant Colonel Charity Adams[88]",1917
"other","Gen. Robert E. Lee Equestrian Statue (1917), atop the Virginia State Monument",1917
"other","Osceola: Searcy Confederate Monument (1917)[106]",1917
"other","Virginia State Monument (1917), Frederick William Sievers, sculptor. Features a larger-than-life sculpture group, ""Virginia to Her Sons at Gettysburg;"" and is topped by an equestrian statue of Gen. Robert E. Lee. The National Park Service says the monument will not be removed.[390]",1917
"other","Virginia State Monument (1917), Gettysburg Battlefield.Confederate Soldiers and Sailors Monument (1911), Philadelphia National Cemetery.",1917
"other","Fort Bragg (1918), in North Carolina, named for Confederate General Braxton Bragg, was redesignated Fort Liberty on 2 June 2023 in honor of Liberty.[85] On 14 February 2025, it was again renamed to Fort Bragg, though this time under the namesake of U.S. Army paratrooper Roland L. Bragg from World War II, who holds no relation to Braxton Bragg.",1918
"other","Texarkana: The Confederate Mothers Monument (1918), located in Texas near the state line with Arkansas, is shared by the US District Court in Texarkana, Texas, and the US Post Office and Courthouse in Texarkana, Arkansas[506][507]",1918
"other","Chattanooga: statue of Alexander P. Stewart, a confederate lieutenant, in front of the Chattanooga/Hamilton County Courthouse. (1919) Efforts have been made to remove this statue.[405]",1919
"other","Gen. Robert E. Lee Headquarters Marker (1920)",1920
"other","Lt. Gen. Ambrose P. Hill's Headquarters Marker (1920)",1920
"other","Lt. Gen. Richard S. Ewell's Headquarters Marker (1920)",1920
"other","Opelousas: Confederate Monument (1920)",1920
"other","Dardanelle: Dardanelle Confederate Monument (1921)",1921
"other","Russellville: Confederate Mothers Memorial Park (1921). Land for the public park was donated by UDC and includes three stone monuments, each one placed by a different Confederate veterans or memorial organization, honoring the mothers of the Confederacy.[128]",1921
"other","Cleburne: Cleburne Monument (2015) Confederate Arch (1922)",1922
"other","Lafayette: Brig. Gen. J.J. Alfred A. Mouton Statue (1922). There was considerable local discussion about what to do with the monument.[294][295] Removed on July 18, 2021.[296]",1922
"other","Woodville: In Loving Memory Monument, Natural Bridge Battlefield Historic State Park (1922)[32]: 37  A plaque placed at the base of the monument in 2000 lists the names of those who died as a result of the battle.[193]",1922
"other","David O. Dodd Memorial (1923)",1923
"other","Hendry County (1923), named for Francis Asbury Hendry, a Confederate Captain and one of the first settlers in the area.[204]",1923
"other","Oklahoma City: Confederate Monument in Fairlawn Cemetery (1923)[379]",1923
"other","Battle of Marianna Monument, Jackson County Courthouse lawn (1924)[163][32]: 36 ",1924
"other","Confederate memorial pavilion at Bayview Park (1924) by UDC.[178]",1924
"other","Kirby-Smith Middle School (1924), named for CSA Gen. Edmund Kirby Smith. -now Springfield Middle School.",1924
"other","Conway: Conway Confederate Monument (1925)",1925
"other","Ellenton: Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park (1925)[209]",1925
"other","Davis High School (1926). In 2016, the Houston school board voted to rename the school.[541] -now Northside High School.",1926
"other","Greenville: Confederate Soldier Monument (1926)",1926
"other","John H. Reagan High School (1926). In 2016, the Houston school board voted to rename the school.[541] -now Heights High School.",1926
"other","Nashville: Tennessee Confederate Women's Monument, Belle Kinney Scholz, sculptor (1926)",1926
"other","Star City: Star City Confederate Memorial (1926) Erected on the courthouse grounds, moved in 1943 and moved again to its original position, now the town square, in the 1990s. Consists of a statue of a Confederate soldier.[106]",1926
"other","United Confederate Veterans Civil War Plaques (1926)[399]",1926
"other","Winnfield: Confederate Monument (1926)",1926
"other","Shreveport: Fort Humbug Confederate Memorial (1927)",1927
"other","Blountville: Confederate Memorial (1928)[399]",1928
"other","Gen. Thomas J. Churchill Memorial (1928)",1928
"other","Gen. William Read Scurry Memorial (1928)",1928
"other","Grant County: UDC monument (1928) at Jenkins' Ferry Battleground State Park to Confederate soldiers who died at the Battle of Jenkins' Ferry[114]",1928
"other","Lake City: Confederate Dead of Battle of Olustee, town square in front of the Columbia County Courthouse (1928)[180]",1928
"other","Lee High School (1928)",1928
"other","Robert E. Lee High School (1928) -now Riverside High School.",1928
"other","North Carolina State Monument (1929), Gutzon Borglum, sculptor. Borglum was also the first sculptor on the Stone Mountain#Confederate Memorial Carving project.",1929
"other","Weatherford: Confederate Soldiers' Monument (1929), Parker County Courthouse[509]",1929
"other","Stand Watie Elementary School (1930)[387] -now Esperanza Elementary School.",1930
"other","Zachary: Port Hudson Confederate Monument (1930)",1930
"other","Breckinridge's March Monument (1931)",1931
"other","Cape Girardeau: Confederate War Memorial (1931)",1931
"other","Harpers Ferry: Heyward Shepherd Monument (1931). Although Shepherd was a black freeman working for the railway when killed in John Brown's raid on Harper's Ferry, the monument was erected by UDC and Sons of Confederate Veterans (SCV). They called the project the ""Faithful Slave Memorial"" for many years and saw it as a way to emphasize their idea that blacks enjoyed being slaves and that men like Shepherd were victims of those seeking to free slaves.[562]",1931
"other","Defenders Memorial Plaque (1932)[109]",1932
"other","Alabama State Monument (1933), Joseph Urner, sculptor.",1933
"other","Dover: Confederate Monument, Fort Donelson (1933)[399]",1933
"other","Minden: Confederate Monument (1933)",1933
"other","Blytheville: Confederate War Memorial (1934)",1934
"other","Gov. Francis T. Nicholls Statue (1934). Nicholls was a brigadier general in the Confederate Army.",1934
"other","Gov. Henry Watkins Allen Statue (1934). Allen was a brigadier general in the Confederate Army. He is buried on the Old Louisiana State Capitol grounds.",1934
"other","Hot Springs Confederate Monument (1934)",1934
"other","Lee College (1934) Lee College dropped “Rebels” as their nickname/mascot, and rebranded as “Navigators” in 2022.[539]",1934
"other","Centralia: Boone County Confederate Memorial (1935)",1935
"other","Columbia: Confederate Monument (1935). Relocated to the Centralia Battlefield in September 2015.",1935
"other","Confederate Bench (1936)",1936
"other","Marion, Crittenden County: Civil War Memorial (1936)",1936
"other","Confederate Veterans Memorial Monument, Gamble Plantation Historic State Park (1937)[32][169]",1937
"other","Elmira: UDC monument (1937) at Woodlawn National Cemetery, dedicated to Confederate soldiers who died in Elmira Prison.[366] As of October 2018, it is one of 7 cemeteries with Confederate monuments that the Veterans Administration has under 24-hour guard.[240]",1937
"other","Fort Smith: Jefferson Davis Memorial (1937)",1937
"other","New Braunfels: Confederate Soldiers' Monument (1937), Comal County Courthouse[498]",1937
"other","Shelbyville: Confederate Memorial in Memory of the ""Shelbyville Rebels"" Company F 41st Tennessee Regiment CSA (1937)[32]: 205 ",1937
"other","Davis Mountains State Park (1938) named for the mountain range",1938
"other","Fort Worth: Confederate Soldier Memorial (1939), Oakwood Cemetery[478]",1939
"other","J.J. Finley Elementary School (1939), named for CSA Brig. Gen. Jesse J. Finley.[219] -now Carolyn Beatrice Parker Elementary School.",1939
"other","Kirby-Smith Center (1939), Alachua County Public Schools administrative offices. Constructed in 1900, the building was initially the all white Gainesville Graded & High School.[220] In August 2017, the school board announced plans to rename the center.[221]",1939
"other","Stonewall Jackson Elementary School (1939) – now Mockingbird Elementary School.",1939
"other","Homer: Confederate Monument (1940)",1940
"other","Oktaha: Memorial in Oktaha Cemetery to Confederate soldiers who died in the Battle of Honey Springs (1940)[379]",1940
"other","Fort A.P. Hill (1941), near Bowling Green, Virginia, named for Confederate General A. P. Hill, was redesignated Fort Walker on 25 August 2023 in honor of Medal of Honor recipient and civilian army surgeon Dr. Mary Edwards Walker[81][82]",1941
"other","Fort Polk (1941), near Leesville, Louisiana, named for Episcopal bishop and Confederate General Leonidas Polk, was redesignated Fort Johnson on 13 June 2023 in honor of Medal of Honor recipient Sergeant William Henry Johnson[81][90]",1941
"other","The Hermitage: UDC monument and gates (1941) at the Tennessee Confederate Soldiers Cemetery[413]",1941
"other","Fort Hood (1942), in Killeen, Texas, formerly named after Confederate General John Bell Hood, was redesignated Fort Cavazos on 9 May 2023 in honor of General Richard Cavazos[87]",1942
"other","Fort Pickett (1942), near Blackstone, Virginia, a Virginia National Guard installation named for Confederate General George Pickett, was redesignated Fort Barfoot on 24 March 2023 in honor of Medal of Honor recipient Colonel Van T. Barfoot[89]",1942
"other","Fort Rucker (1942), in Dale County, Alabama, named for Confederate Colonel Edmund Rucker, was redesignated Fort Novosel on 10 April 2023 in honor of Medal of Honor recipient Chief Warrant Officer 4 Michael J. Novosel[91]",1942
"other","Hornbrook (1944)",1944
"other","Grand Prairie: Robert E. Lee Elementary School (1948) -now Delmas F. Morton Elementary School.",1948
"other","Thibodaux: Nicholls State University (1948), named for CSA Brig. Gen. Francis Redding Tillou Nicholls. The school's mascot, Colonel Tillou, is also named for Nicholls.[305]",1948
"other","San Angelo: Lee Middle School (1949)-now Lone Star Middle School.",1949
"other","UDC Memorial to Confederate soldiers (1950), City Cemetery",1950
"other","Springdale: Robert E. Lee Elementary School (1951)",1951
"other","Yellow Bluff Fort Monument, Yellow Bluff Fort Historic State Park (1951)[176]",1951
"other","Clarksburg: Bronze equestrian statue of Stonewall Jackson created by Charles Keck (1953) by the United Daughters of the Confederacy (UDC). Jackson was born in Clarksburg.",1953
"other","Fort Worth: Monument to ""Confederate Soldiers and their Descendents"" (1953), Tarrant County Courthouse[477]",1953
"other","Montgomery County: A passenger and vehicle ferry, formerly named Gen. Jubal A. Early (1954), connected Montgomery County, Maryland, and Loudoun County, Virginia. Owned by White's Ferry, it was named for Confederate General Jubal Early until June 2020 when it was renamed Historic White's Ferry.[332] White's Ferry was the only ferry still in operation on the Potomac River until it ceased operations in Dec 2020.[333][334]",1954
"other","Kitchener, Ontario: Eastwood Collegiate Institute (1956), a public high school, replaced its Johnny Rebel mascot and Confederate imagery, perceived as associated with white bigotry, with Rebel Lion in 1999. The school retains the Rebel name for its teams.[citation needed]",1956
"other","Fairview: Jefferson Davis State Historic Site (1957) the site includes Davis's birthplace, a memorial to Davis that includes a 341 ft obelisk (the second tallest obelisk in the world after the Washington Monument), Confederate flags and other signs and plaques.[279]",1957
"other","Deland: Confederate Veteran Memorial, Oakdale Cemetery (1958)[198]",1958
"other","Robert E. Lee High School (1958). Called ""the city's most radioactive Confederate symbol,"" the possible renaming of the school was the subject of active discussion at meetings in August and September 2017. In 1970, as a result of a statewide federal desegregation order, the school had to get rid of ""its Confederate-themed mascot (the Rebels), fight song (""Dixie""), and prized Confederate flag (so large that it required twenty boys to carry). Its beloved Rebel Guard, a squadron of boys handpicked by an American-history teacher to dress in replica Confederate uniforms at football games and fire a cannon named Ole Spirit after touchdowns, had to find a new name. Same for the Rebelettes drill team.""[546] -now Tyler Legacy High School.",1958
"other","San Antonio: Robert E. Lee High School (1958). After voting against a name change in 2015, the school board voted in August 2017 to change the name of the school.[544] In October, district trustees voted 5-2 to name the school Legacy of Educational Excellence, or LEE High School.[545] Its mascot is currently the Volunteer and the school colors are red and grey. Its pep squad, currently called the Southern Belles, were once called the Confederates. Its varsity dance team and junior varsity drill team are respectively named the Rebel Rousers and Dixie Drillers.[447]",1958
"other","Springfield: Two monuments are located at Springfield National Cemetery: the Monument to Confederate Soldiers of Missouri and General Sterling Price[339] (1901), and a UDC granite marker to the unknown Confederate dead at the Battle of Wilson's Creek (1958).[343] In late August 2017, someone threw paint on it; as of October 2018, it is one of 7 cemeteries with Confederate monuments that the Veterans Administration has under 24-hour guard.[240]",1958
"other","Bust of Stonewall Jackson (born in West Virginia, at that time part of Virginia) by Bryant Baker, located ""in the rotunda of the West Virginia State Capitol."" (1959)[556]",1959
"other","Johnston Middle School (1959), named for Albert Sidney Johnston. In 2016, the Houston school board voted to rename the school.[541] -now Meyerland Performing and Visual Arts Middle School.",1959
"other","Port Arthur: Lee Elementary School (1959)-now Lakeview Elementary School.",1959
"other","Anaheim: Savanna High School (1961) mascot has always been Johnny Rebel and a fiberglass statue of a Confederate soldier stood in the courtyard from 1964 until 2009[133] when it was removed due to deterioration. The school colors are red and grey and the school fields the Savanna Mighty Marching Rebel Band and Color Guard.",1961
"other","Confederate Sun Dial Monument (1961)[32] Originally a marble base and column topped with a sundial (by the early 1980s all that remained was its base and its bronze plaque). Dedicated to the Confederate dead. Erected by United Daughters of the Confederacy in 1961. Plaque was removed by the City of Daytona Beach in 2017 after violent clashes in Charlottesville, Virginia over their Robert E. Lee monument. Was to be given to Halifax Historical Museum.[167]",1961
"other","Georgia State Monument (1961)",1961
"other","Jefferson Davis Middle School (1961) -now Charger Academy.",1961
"other","Lee Elementary School (1961) -now Robert and Sammye Stafford Elementary School.",1961
"other","Lee Freshman High School (1961) – now Midland Freshman High School.",1961
"other","Lee High School (1961). The school's athletic teams are nicknamed the ""Rebels"". Lee High School had used the Confederate flag in the past.[542] -now Legacy High School.",1961
"other","Mayes County: Confederate Monument at site of Second Battle of Cabin Creek (1961)[379]",1961
"other","De Ridder: East Beauregard High School (1962)",1962
"other","Lee Barracks, named for CSA Gen. Robert E. Lee (1962), at U.S. Military Academy at West Point, New York.[92]",1962
"other","Marthaville: Rebel State Historic Site (1962)",1962
"other","Port Allen: Henry Watkins Allen Statue (1962)",1962
"other","Alpine: CSA Gen. Lawrence ""Sul"" Ross Monument (1963)",1963
"other","Alpine: Confederate Colonel Henry Percy Brewster (1963)[455]",1963
"other","Aspermont: Historical marker, ""County Named for Confederate Hero Stonewall Jackson"", Stonewall County Courthouse (1963)",1963
"other","Coleman: Hometown of Texas CSA Col. James E. McCord Monument (1963)",1963
"other","Confederate Capitol of Missouri Monument (1963)",1963
"other","Eva: Nathan Bedford Forrest State Park (1963)",1963
"other","Florida State Monument (1963)",1963
"other","Historical marker, ""Home Town of Texas Confederate Major Joseph D. Sayers"" (1963)[457]",1963
"other","Home of Last Texas Confederate Gov. Pendleton Murrah Monument (1963)",1963
"other","Kermit: Col. C.M. Winkler Monument (1963)",1963
"other","Miami: Col. O.M. Roberts Monument (1963)",1963
"other","Snyder: marker (1963) commemorating William Read Scurry, Scurry County Courthouse[504]",1963
"other","South Carolina State Monument (1963)",1963
"other","Athens: Henderson County Confederate Monument (1964)",1964
"other","CSA Maj. Simeon Hart Monument (1964)",1964
"other","Hometown of Texas CSA Capt. James W. Magoffin Monument (1964)",1964
"other","Hubbard Middle School (1964), named for Confederate Col. Richard B. Hubbard",1964
"other","Prescott: Confederate War Memorial (1964)",1964
"other","Texas Memorial, Pea Ridge City Park (1964).[119]",1964
"other","Texas State Monument (1964)",1964
"other","John H. Reagan Early College High School (1965) – now Northeast Early College High School.",1965
"other","Soldiers and Sailors of the Confederacy Monument (1965), Donald De Lue, sculptor",1965
"other","Arkansas State Monument (1966)",1966
"other","Jacksonville[223]J.E.B. Stuart Middle School (1966), named for CSA Gen. J. E. B. Stuart. -now Westside Middle School.",1966
"other","Tomball: Confederate Powder Mill Marker Monument (1966)",1966
"other","Belle Chasse: Judah P. Benjamin Monument (1968)",1968
"other","Dowling Middle School (1968), named for CSA Maj. Richard W. Dowling. In 2016, the Houston school board voted to rename the school.[541] -now Audrey H. Lawson Middle School.",1968
"other","Marthaville: Unknown Confederate Soldier Monument (1970)",1970
"other","Louisiana State Monument (1971), Donald De Lue, sculptor",1971
"other","Stand Watie Monument (1971).[379] Removed in 2020.[384]",1971
"other","Confederate monument Riverside Cemetery, Denver (1973)[141]",1973
"other","Mississippi State Monument (1973), Donald De Lue, sculptor",1973
"other","Huntsville: Captain Delaney S. Washburn Memorial (1976).",1976
"other","Smith County War Memorial (1976)[399]",1976
"other","Confederate Boulder Monument (1979)[32]: 33 ",1979
"other","Bartow: 7th Florida Infantry Regiment Monument, Old Polk County Courthouse (1982)[161]",1982
"other","Tennessee State Monument (1982)",1982
"other","Confederate Soldiers Monument (1983) in Honey Springs Battlefield by UDC and Children of the Confederacy.[379]",1983
"other","Johnson Bayou: Robert E. L Statue (1984)",1984
"other","Harrison: Boone County Confederate Veterans Memorial, on the grounds of the Boone County Courthouse (1986)",1986
"other","Confederate Monument (1987): This white obelisk is located in Hudson Park. It is inscribed on one side with an image of a Confederate flag and the words: ""1861–1865. In loving memory of those from Wakulla County who served the Confederacy during the war between the states. Erected by the R. Don McLeod Chapter 2469 United Daughters of the Confederacy May 17, 1987.""",1987
"other","Denton: Lee Elementary School (1988), renamed Alice Moore Alexander Elementary School in 2017",1988
"other","Memorial to the Confederate Dead, Jefferson Barracks National Cemetery (1988)[344]",1988
"other","Spencer: Confederate Monument (1988)",1988
"other","Weston: Stonewall Jackson Lake State Park (1990) named for Stonewall Jackson Lake named for Confederate General Stonewall Jackson.",1990
"other","Seal of TexasThe reverse side of the Seal of Texas (1992) includes ""the unfurled flags of the Kingdom of France, the Kingdom of Spain, the United Mexican States, the Republic of Texas, the Confederate States of America, and the United States of America"". The Confederate flag is rendered as the Stars and Bars.",1992
"other","Samuel Garland, Jr. Monument (1993)[318]",1993
"other","Santa Fe: Confederate memorial (1993), Santa Fe National Cemetery. Granite and bronze memorial dedicated to 31 Confederate soldiers discovered in shallow graves in 1987 at Glorieta Pass Battlefield, then re-interred at Santa Fe National Cemetery.[356][357]",1993
